titulo,preco,bairro,area,quartos,banheiros,vagas,finalidade,fonte,link
"Casa com piscina, 675m² de área, 2 quartos sendo um uma suíte, Centro Petrolina.",2500000.0,Centro,675.0,2,1,5,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-com-piscina-675m-de-area-2-quartos-sendo-um-uma-suite-centro-petrolina-1422856284
"Casa com 6 quartos 4 suítes e área de 675m², na Orla de Petrolina-PE",4500000.0,Centro,675.0,5,5,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-com-6-quartos-4-suites-e-area-de-675m-na-orla-de-petrolina-pe-1422849524
"Casa disponível para venda - Caminho do Sol, Petrolina - PE",550000.0,Caminho Do Sol,77.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-disponivel-para-venda-caminho-do-sol-petrolina-pe-1422426944
"Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Carneiro - Petrolina/PE",324900.0,Fernando Idalino,60.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-3-quartos-1-suite-2-vagas-carneiro-petrolina-pe-1420716485
"Apartamento à venda, 2 quartos, 1 suíte, 1 vaga, Carneiro - Petrolina/PE",249900.0,Fernando Idalino,69.0,2,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-2-quartos-1-suite-1-vaga-carneiro-petrolina-pe-1420381472
"Apartamento à venda, 2 quartos, 1 suíte, 1 vaga, Carneiro - Petrolina/PE",246900.0,Fernando Idalino,50.0,2,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-2-quartos-1-suite-1-vaga-carneiro-petrolina-pe-1420381449
"Casa Condomínio Summerville, Petrolina",2700000.0,Fernando Idalino,667.0,3,4,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-condominio-summerville-petrolina-1420381328
"Casa disponível para venda, Alphaville",2700000.0,Boa Esperanca,300.0,1,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-disponivel-para-venda-alphaville-1420378551
"Casa Disponível Para Venda, Iate Club",4500000.0,Centro,530.0,3,4,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-disponivel-para-venda-iate-club-1420378410
"Casa no Loteamento Vila Nova, Petrolina-PE",350000.0,Loteamento Recife,137.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-loteamento-vila-nova-petrolina-pe-1420378254
"Apartamento disponível para venda, Edifício serra do ouro centro Petrolina-PE",800000.0,Centro,147.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-disponivel-para-venda-edificio-serra-do-ouro-centro-petrolina-pe-1420378178
"Condomínio Brisas do Rio, Petrolina-PE",1250000.0,,250.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-brisas-do-rio-petrolina-pe-1420378070
"Casa à venda no Condomínio Bela Vista com 3 suítes, piscina, PETROLINA - PE",1150000.0,Loteamento Recife,135.0,3,3,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-condominio-bela-vista-com-3-suites-piscina-petrolina-pe-1419433004
Condomínio Terras Alphaville,2850000.0,Boa Esperanca,267.0,5,5,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-terras-alphaville-1418760873
Loteamento Vila Nova 1,240000.0,Loteamento Recife,100.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/loteamento-vila-nova-1-1418308026
Condomínio Villa Bela,650000.0,Dom Avelar,10.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-villa-bela-1418101544
Condomínio Brisas do Rio,1250000.0,,250.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-brisas-do-rio-1416993603
Pedro Raimundo,230000.0,Pedro Raimundo,100.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/pedro-raimundo-1416840520
CASA PARA VENDA- PROX BUONA VITA PETROLINA,250000.0,Topazio,100.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-venda-prox-buona-vita-petrolina-1416158413
Condomínio Terras Alphaville,2800000.0,Boa Esperanca,253.0,4,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-terras-alphaville-1415579577
Condomínio Eco Spar,990000.0,Carneiro,10.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-eco-spar-1413986181
Condomínio Sol Nascente 1,990000.0,Cidade Universitaria,10.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-sol-nascente-1-1413986122
CASA PARA VENDA JARDIM AMAZONAS,270000.0,,240.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-venda-jardim-amazonas-1412900632
CASA PARA VENDA - VILA MARCELA,290000.0,Loteamento Recife,200.0,2,1,3,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-venda-vila-marcela-1412900457
Casa Bairro Vale Dourado,400000.0,Joao De Deus,200.0,2,1,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-bairro-vale-dourado-1319682272
Loteamento Recife,400000.0,Loteamento Recife,112.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/loteamento-recife-1411025308
Apartamento com quatros quartos e vista pro rio na orla de Petrolina,2000000.0,Jatoba,180.0,4,5,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-com-quatros-quartos-e-vista-pro-rio-na-orla-de-petrolina-1408991857
Casa Duplex nascente à venda no bairro Atrás da Banca em Petrolina,600000.0,Atras Da Banca,150.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-duplex-nascente-a-venda-no-bairro-atras-da-banca-em-petrolina-1118989726
Casa a venda no centro de Petrolina,530000.0,Centro,200.0,4,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-centro-de-petrolina-1340410447
Casa 3 Quartos a venda condomínio Velho Chico em Juazeiro - BA,800000.0,Sao Jose,240.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-3-quartos-a-venda-condominio-velho-chico-em-juazeiro-ba-1054042358
Casa no bairro Pedro Raimundo à venda em Petrolina,260000.0,Pedro Raimundo,104.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-bairro-pedro-raimundo-a-venda-em-petrolina-1340447717
"Casa a venda no Condomínio Buona Vita, Petrolina - PE",1650000.0,Loteamento Recife,200.0,4,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-condominio-buona-vita-petrolina-pe-1323721554
Chácara com 20.000m² às margens do Rio São Francisco à venda em Petrolina,1500000.0,Centro,20000.0,5,5,5,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/chacara-com-20-000m-as-margens-do-rio-sao-francisco-a-venda-em-petrolina-1118903887
Casa á venda com suíte máster e closet no bairro Vila Nova em Petrolina - PE ,300000.0,Loteamento Recife,115.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-com-suite-master-e-closet-no-bairro-vila-nova-em-petrolina-pe-1049321311
Casa duplex à venda com quatro quartos e piscina em condomínio em Petrolina,1700000.0,Centro,240.0,4,3,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-duplex-a-venda-com-quatro-quartos-e-piscina-em-condominio-em-petrolina-1285743949
Casa à venda com três quartos em avenida principal do bairro Jatobá em Petrolina,415000.0,Jatoba,125.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-com-tres-quartos-em-avenida-principal-do-bairro-jatoba-em-petrolina-1382193994
Casa com 309 m² á venda no condomínio Encontro das águas em Petrolina-PE | Cód.: 1099,1700000.0,Cohab Sao Francisco,309.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-com-309-m-a-venda-no-condominio-encontro-das-aguas-em-petrolina-pe-cod-1099-1323722235
Casa à venda com 4 suítes no Condomínio Encontro das Águas - Petrolina/PE,1450000.0,Cohab Sao Francisco,240.0,4,5,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-com-4-suites-no-condominio-encontro-das-aguas-petrolina-pe-1340448712
Casa a venda com 3 quartos Avenida dos Tropeiros Petrolina,260000.0,Alto Do Cocar,100.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-com-3-quartos-avenida-dos-tropeiros-petrolina-1342012526
Casa a venda no Colinas do Rio Petrolina com três suites,600000.0,Cohab Sao Francisco,200.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-colinas-do-rio-petrolina-com-tres-suites-1269005810
Apartamento no condominio rio Pardo Vila Moco,330000.0,Vila Moco,72.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-no-condominio-rio-pardo-vila-moco-1408156204
"Casa à venda no condominio Buona Vita, Petrolina",1150000.0,Loteamento Recife,350.0,4,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-condominio-buona-vita-petrolina-1407871837
APARTAMENTO COND. MAIS VIVER / 02 QUARTOS - ANTONIO CASSIMIRO,230000.0,Antonio Cassimiro,48.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-cond-mais-viver-02-quartos-antonio-cassimiro-1406518264
Casa de Alto Padrão com 4 Suítes à Venda no Condomínio Eco Spa,1800000.0,Carneiro,231.0,4,4,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-de-alto-padrao-com-4-suites-a-venda-no-condominio-eco-spa-1402342740
Lot. Boa Vista,260000.0,Jatoba,100.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/lot-boa-vista-1403916380
CASA PARA VENDA-COHAB MASSANGANO,780000.0,Joao De Deus,200.0,,1,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-venda-cohab-massangano-1403788600
CASA PARA VENDA - CAMINHO DO SOL,400000.0,,80.0,2,1,3,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-venda-caminho-do-sol-1403788509
"Casa à venda no Bairro Estela Márcia com 3 quartos, PETROLINA - PE",400000.0,Dom Avelar,110.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-estela-marcia-com-3-quartos-petrolina-pe-1403454701
"Casa à venda no Loteamento Boa Vista com 3 quartos, PETROLINA - PE",270000.0,Henrique Leite,70.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-loteamento-boa-vista-com-3-quartos-petrolina-pe-1403441209
Condomínio Buona Vita,1200000.0,Loteamento Recife,10.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-buona-vita-1403133779
"Casa à venda no Estela Marcia com 3 quartos, sendo 01 suíte, PETROLINA - PE",385000.0,Dom Avelar,150.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-estela-marcia-com-3-quartos-sendo-01-suite-petrolina-pe-1402383150
Casa Térrea à Venda no Condomínio Encontro das Águas em Petrolina | 3 Quartos,825000.0,Cohab Sao Francisco,120.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-terrea-a-venda-no-condominio-encontro-das-aguas-em-petrolina-3-quartos-1402154521
"Casa à venda no Loteamento Boa Vista com 3 quartos, PETROLINA - PE",260000.0,Henrique Leite,100.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-loteamento-boa-vista-com-3-quartos-petrolina-pe-1402110128
"Apartamento à venda na Vila Mocó com 3 quartos, sendo 2 suítes, PETROLINA - PE",565000.0,Vila Moco,118.0,1,3,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-na-vila-moco-com-3-quartos-sendo-2-suites-petrolina-pe-1402102733
Condomínio Valle dos Coqueiros,300000.0,Cohab Sao Francisco,10.0,2,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-valle-dos-coqueiros-1401543230
CASA DE ALTO PADRAO NO CONDOMINIO SOL NASCENTE - PETROLINA,2000000.0,Cidade Universitaria,320.0,4,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-de-alto-padrao-no-condominio-sol-nascente-petrolina-1401291971
Condomínio Alphaville,2000000.0,Boa Esperanca,272.0,4,4,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-alphaville-1399562130
"Casa com três quartos, Piscina, no Bairro Colinas do Rio - Petrolina",650000.0,Cohab Sao Francisco,200.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-com-tres-quartos-piscina-no-bairro-colinas-do-rio-petrolina-1398234939
Casa à venda com três quartos no bairro loteamento eduardo - atrás do Gbarbosa,495000.0,Vila Eduardo,300.0,3,2,5,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-com-tres-quartos-no-bairro-loteamento-eduardo-atras-do-gbarbosa-1397986195
"Casa à venda na Areia Branca com 3 quartos, sendo 1 suíte, PETROLINA - PE",550000.0,Areia Branca,200.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-na-areia-branca-com-3-quartos-sendo-1-suite-petrolina-pe-1395901214
"Casa à venda no Bairro Dom Avelar com 3 quartos, sendo 1 suíte, PETROLINA - PE",220000.0,Dom Avelar,73.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-dom-avelar-com-3-quartos-sendo-1-suite-petrolina-pe-1395901195
Casa 5 Quartos à Venda no Condomínio Água Viva  Petrolina,2200000.0,Pedra Do Bode,300.0,5,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-5-quartos-a-venda-no-condominio-agua-viva-petrolina-1394746314
Condomínio Campos do Conde,605000.0,Topazio,149.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-campos-do-conde-1394575422
"Casa com piscina no Projeto C1, Petrolina-PE.",350000.0,Centro,200.0,3,2,3,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-com-piscina-no-projeto-c1-petrolina-pe-1393655232
Casa disponível para Venda ou Aluguel no Condomínio Summerville  Petrolina!,980000.0,,140.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-disponivel-para-venda-ou-aluguel-no-condominio-summerville-petrolina-1393377303
Casa nascente e de esquina à venda em Petrolina,275000.0,Dom Avelar,140.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-nascente-e-de-esquina-a-venda-em-petrolina-1392051007
"Apartamento duplex á venda no Edf. Rio Verde com 4 quartos, orla, PETROLINA - PE",1500000.0,Centro,270.0,2,3,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-duplex-a-venda-no-edf-rio-verde-com-4-quartos-orla-petrolina-pe-1391579766
"Casa à venda, 3 quartos, 1 suíte, 3 vagas, Caminho do Sol - Petrolina/PE",550000.0,Caminho Do Sol,375.0,3,1,3,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-3-quartos-1-suite-3-vagas-caminho-do-sol-petrolina-pe-1391160965
Apartamento 300 m² no Mansões do Rio  Petrolina/PE,4500000.0,Vila Eduardo,300.0,4,5,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-300-m-no-mansoes-do-rio-petrolina-pe-1390259811
Edifício Vita Plaza,670000.0,Centro,74.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/edificio-vita-plaza-1390233926
Residencial Jatobá 2,225000.0,Jatoba,10.0,2,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/residencial-jatoba-2-1390225598
Condomínio Buona Vita,960000.0,Loteamento Recife,10.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-buona-vita-1387763868
"Apartamento à venda, no Vita Plaza de com 3 quartos, orla, PETROLINA - PE",750000.0,Atras Da Banca,75.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-no-vita-plaza-de-com-3-quartos-orla-petrolina-pe-1387394578
"Casa á venda no bairro São José com 3 quartos todos suítes, PETROLINA - PE",900000.0,Sao Jose,214.0,3,4,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-sao-jose-com-3-quartos-todos-suites-petrolina-pe-1386913001
Casa à venda no KM-2',1000000.0,Km-2,222.0,4,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-km-2-1385719363
Casas prontas para morar no Bairro Jatobá  Loteamento Boa Vista!,300000.0,Jatoba,80.0,3,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casas-prontas-para-morar-no-bairro-jatoba-loteamento-boa-vista-1385495611
"Casa à venda no Vale Dourado com 3 quartos sendo duas suítes, PETROLINA - PE",400000.0,Pedra Linda,85.0,1,3,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-vale-dourado-com-3-quartos-sendo-duas-suites-petrolina-pe-1384002333
Casa nascente no bairro Loteamento Recife à venda em Petrolina,390000.0,Loteamento Recife,100.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-nascente-no-bairro-loteamento-recife-a-venda-em-petrolina-1297768805
Casa à venda no Condomínio Vila Bella em Petrolina,525000.0,Dom Avelar,105.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-condominio-vila-bella-em-petrolina-1070053866
Casa à venda com dois quartos no bairro Boa Vista - Jatobá,239000.0,Centro,240.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-com-dois-quartos-no-bairro-boa-vista-jatoba-1266813750
Casa à venda com 4 quartos no Condomínio Encontro das Águas - Petrolina/PE,1300000.0,Cohab Sao Francisco,300.0,4,5,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-com-4-quartos-no-condominio-encontro-das-aguas-petrolina-pe-1074657809
Casa à venda com 3 quartos no bairro Antônio Cassimiro em Petrolina,500000.0,Antonio Cassimiro,115.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-com-3-quartos-no-bairro-antonio-cassimiro-em-petrolina-965689255
"Casa à venda, 3 quartos, 1 suíte, 2 vagas, LOT PADRE CICERO - Petrolina/PE",370000.0,Dom Avelar,100.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-3-quartos-1-suite-2-vagas-lot-padre-cicero-petrolina-pe-1379785045
Apartamento à venda com Três quartos sendo um suíte no centro de Petrolina,500000.0,Centro,190.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-com-tres-quartos-sendo-um-suite-no-centro-de-petrolina-1379702988
Condomínio Buona Vita,1490000.0,Loteamento Recife,182.0,4,4,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-buona-vita-1378746682
Imóvel para venda com 140 metros quadrados com 3 quartos em Loteamento Recife - Petrolina ,670000.0,Loteamento Recife,140.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/imovel-para-venda-com-140-metros-quadrados-com-3-quartos-em-loteamento-recife-petrolina-1378337583
Imóvel para aluguel com 120 metros quadrados com 3 quartos em Centro - Petrolina - PE,350000.0,Centro,104.0,3,3,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/imovel-para-aluguel-com-120-metros-quadrados-com-3-quartos-em-centro-petrolina-pe-1378260996
Condomínio Prime Residence,950000.0,Cidade Universitaria,133.0,3,4,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-prime-residence-1378078677
Loteamento Boa Vista,650000.0,Loteamento Recife,200.0,3,2,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/loteamento-boa-vista-1378078675
"Casa à venda no Cond. Portal das Águas, 3 quartos, gourmet, Petrolina-PE",1390000.0,Centro,220.0,2,3,3,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-cond-portal-das-aguas-3-quartos-gourmet-petrolina-pe-1372473681
Imóvel para venda possui 150 metros quadrados com 3 quartos em Loteamento Recife - Petroli,550000.0,Loteamento Recife,150.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/imovel-para-venda-possui-150-metros-quadrados-com-3-quartos-em-loteamento-recife-petroli-1370481757
Condomínio Buona Vita,1200000.0,Loteamento Recife,10.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-buona-vita-1368512127
"Casa com 3 dormitórios, Área gourmet, Dom Avelar, PETROLINA - PE",270000.0,Dom Avelar,100.0,3,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-com-3-dormitorios-area-gourmet-dom-avelar-petrolina-pe-1368428405
